#SEED: 0.6554046638775617
SAT0,7.705680955889292,145.05139257243093,651.5064557818987
SAT1,12.365270562683264,81.0955776040471,378.4128522827818
SAT2,36.08940844228711,94.8194338408486,452.749872586953
SAT3,-57.54345074892918,-110.42197832545291,451.1287630466951
SAT4,-13.664333534899043,143.03024415746768,436.3119585222885
SAT5,-42.230767216745946,98.41363132342843,578.3626240529026
SAT6,11.369484066050802,137.2048782260436,669.2356814006387
SAT7,86.31845751374351,-108.88035573867178,545.3551972021262
SAT8,-70.46193624458401,97.10232850485801,391.3420296990022
SAT9,67.48180549523676,61.616322902540276,411.53407884188175
SAT10,80.69637444304499,62.27128662045595,683.199187923566
SAT11,57.736173687702234,32.85055410668477,470.34475886127075
SAT12,24.046877799297732,138.1478662620525,555.6085920745977
SAT13,-4.968483453942071,115.00274994514808,638.7346308492856
SAT14,21.69159278989821,-172.8620425092063,463.26736560774674
SAT15,33.38991461426545,-93.4159706935751,459.00317346900107
SAT16,-89.18253281205078,118.08606795107221,532.5726590618133
SAT17,-55.130920943130405,-73.37206491713214,480.0471843668431
SAT18,14.831565083097516,-164.1177906900282,695.6416050506505
SAT19,65.17077915763349,0.7861254110412119,436.04788401309565
ROUTE,-68.22251414319133,66.67527219378402,79.57733007973926,120.39790898733526
